Product title,Product vendor,Product type,Net items sold,Gross sales,Discounts,Returns,Net sales,Taxes,Total sales
Ooread Reading Series: Where is the Girl?,Grace Karim,Book,7,133,0,0,133,6.65,139.65
Atomic Habits,James Clear,Book,4,133,0,0,133,6.65,139.65
Good to Great - Hardcover,Jim Collins,Book,4,170.99,-3.67,-35,132.32,6.61,138.93
The House of Hades,Rick Riordan;,Book,6,135.01,-2.78,0,132.23,6.6,138.83
Big Nate on a Roll,Lincoln Peirce;,Book,6,132,0,0,132,6.6,138.6
Cat Kid Comic Club Collaborations (Hardcover),Dav Pilkey,Book,4,132,0,0,132,6.6,138.6
The Lunar Chronicles: Cinder,Marissa Meyer,Book,6,131,0,0,131,6.55,137.55
What to Expect When You're Expecting,Heidi Murkoff,Book,6,131,0,0,131,6.55,137.55
Jujutsu Kaisen vol 2,Gege Akutami,Book,4,131.59,-1.2,0,130.39,6.52,136.91
Diary of a Wimpy Kid,Jeff Kinney;,Book,7,149,-0.92,-18,130.08,6.5,136.58
Twisted Lies,Ana Huang,Book,5,130,0,0,130,6.5,136.5
Back to That,Asmaa Al Kuwari,Book,2,130,0,0,130,6.5,136.5
Breath,James Nestor;,Book,4,130,0,0,130,6.5,136.5
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Book,5,130,0,0,130,6.5,136.5
How to Train Your Dragon,Cressida Cowell,Book,7,131,-1.14,0,129.86,6.49,136.35
Everything I Know about Love,Dolly Alderton,Book,4,129,0,0,129,6.45,135.45
The Man Who Died Twice,Richard Osman;,Book,5,128.99,-0.84,0,128.15,6.41,134.56
Gangsta Granny Strikes Again!,David Walliams;,Book,4,128,0,0,128,6.4,134.4
Outliers,Malcolm Gladwell,Book,4,128,0,0,128,6.4,134.4
Love on the Brain,Ali Hazelwood;,Book,5,177.99,-4.07,-45.92,128,6.4,134.4
Diary of Wimpy Kid - The Last Straw,Kinney Jeff,Book,6,127.2,0,0,127.2,6.36,133.56
Percy Jackson and the Olympians: The Last Olympian,Rick Riordan,Book,6,127.99,-0.95,0,127.04,6.36,133.4
Yellowface,Rebecca F. Kuang;,Book,4,127,0,0,127,6.35,133.35
The American Roommate Experiment,Elena Armas;,Book,5,127,0,0,127,6.35,133.35
Percy Jackson and the Lightning Thief,Rick Riordan,Book,6,127,0,0,127,6.35,133.35
The Quest for Paradise: The Return to the Kingdom of Fantasy - Hardcover,Geronimo Stilton,Book,5,127.99,-1.21,0,126.78,6.34,133.12
الخيميائي,باولو كويلو,Book,6,128,-1.8,0,126.2,6.3,132.5
Confess,Colleen Hoover,Book,4,126,0,0,126,6.3,132.3
1984,George Orwell,Book,7,126.99,-1.07,0,125.92,6.3,132.22
The Final Gambit,Jennifer Lynn Barnes;,Book,5,125.8,0,0,125.8,6.29,132.09
The Forty Rules Of Love,Elif Shafak,Book,5,128,-2.31,0,125.69,6.28,131.97
"OH, My ODDyssey!","Hilda Youssef ,",Book,5,125,0,0,125,6.25,131.25
From Trucial States to United Arab Emirates,"Heard-Bey, Frauke;",Book,4,125,0,0,125,6.25,131.25
Brida,Paulo Coelho,Book,6,125,0,0,125,6.25,131.25
سحر الطاقة الطاقة لا تزال,محمد مهدي دوستي,Book,5,126.25,0,0,126.25,5,131.25
Batman Prey,Doug Moench; Paul Gulacy; Jimmy Palmiotti;,Book,1,125,0,0,125,6.25,131.25
Geronimo Stilton: Back in Time - Hardcover,Geronimo Stilton,Book,5,125,0,0,125,6.25,131.25
Dog Man: Mothering Heights - Hardcover,Dav Pilkey,Book,5,127,-2.11,0,124.89,6.24,131.13
عادات السبع للناس الاكثر فعالية,Stephen R. Covey,Book,6,147.99,-1.68,-22,124.31,6.22,130.53
محاط بالحمقى,Thomas Erikson,Book,6,126,-1.68,0,124.32,6.21,130.53
If You Give a Mouse a Cookie -Hardcover,Laura Joffe Numeroff;,Book,5,125.99,-1.75,0,124.24,6.22,130.46
The Hunger Games: Mockingjay,Suzanne Collins,Book,7,125,-0.91,0,124.09,6.2,130.29
The Kingdom of Fantasy- Hardcover,Geronimo Stilton,Book,5,123,0,0,123,6.15,129.15
The Volcano of Fire - Hardcover,Geronimo Stilton;,Book,5,123,0,0,123,6.15,129.15
Twisted #2 : Twisted Games,Ana Huang;,Book,3,123,0,0,123,6.15,129.15
It Ends with Us,"Hoover, Colleen;",Book,3,123,0,0,123,6.15,129.15
Becoming - Hardcover,Michelle Obama,Book,4,126,-3.4,0,122.6,6.13,128.73
العادات الذرية,James Clear,Book,6,144,0,-22,122,6.1,128.1
Mindset,Carol Dweck,Book,3,122,0,0,122,6.1,128.1
This Is Not a Book,"Smith, Keri;",Book,5,124,-2.04,0,121.96,6.09,128.05
Spaceboy,David Walliams;,Book,5,124.99,-3.21,0,121.78,6.09,127.87
Dog Man: A Tale of Two Kitties - Hardcover,Dav Pilkey,Book,5,122.99,-1.28,0,121.71,6.09,127.8
The Unhoneymooners,Christina Lauren;,Book,5,122.99,-1.41,0,121.58,6.08,127.66
The World of Eric Carle: Big Box of Little Books By Eric Hill 9 Books Collection Set - Board Book,Eric Carle,Book,2,124,-2.94,0,121.06,6.05,127.11
Neverwhere,Neil Gaiman;,Book,5,121,0,0,121,6.05,127.05
Harry Potter and the Goblet of Fire,J. K. Rowling,Book,5,122.99,-2.4,0,120.59,6.03,126.62
War and Peace (Hardcover),graf Leo Tolstoy; Louise Maude;,Book,1,124.99,-4.8,0,120.19,6.01,126.2
Middle School Box Set,"James Patterson , Chris Tebbetts",Book,1,120,0,0,120,6,126
The Earth Conscious Mandala Colouring Book,Online Book Store – Bookends,Accessories,2,120,0,0,120,6,126
Magic Clearboard Roll - A1 Sheet Transparent,Online Book Store – Bookends,Accessories,4,120,0,0,120,6,126
Magic Whiteboard Roll - A1 Sheet Gridded,Online Book Store – Bookends,Accessories,4,120,0,0,120,6,126
The Secret Seven Collection - 16 Books Product Bundle,Enid Blyton;,Book,1,120,0,0,120,6,126
Find The Ladder,Nadeem Lutfullah,Book,3,120,0,0,120,6,126
Magic Whiteboard Roll - A1 Sheet Plain,Online Book Store – Bookends,Accessories,4,120,0,0,120,6,126
Defy Me,Tahereh Mafi;,Book,5,120.99,-1.03,0,119.96,6,125.96
Wrong Place Wrong Time,Gillian McAllister,Book,4,125.99,-6.23,0,119.76,5.99,125.75
Van Gogh Inspired Magnetic Bookmark (Set of 3),Online Book Store – Bookends,Accessories,8,120,-0.79,0,119.21,5.96,125.17
Sweet Tooth Compendium,Jeff Lemire;,Book,1,119,0,0,119,5.95,124.95
Icebreaker,Hannah Grace;,Book,5,119,0,0,119,5.95,124.95
The Journey to Atlantis - Hardcover,Thea Stilton,Book,5,119,0,0,119,5.95,124.95
Awful Auntie,David Walliams,Book,5,121,-2.02,0,118.98,5.94,124.92
Harry Potter and the Goblet of Fire,"Rowling, J.K.",Book,5,119.99,-1.43,0,118.56,5.93,124.49
Harry Potter and the Sorcerer's Stone,J. K. Rowling,Book,6,119.99,-1.6,0,118.39,5.92,124.31
Dog Man. For Whom the Ball Rolls  - Hardcover,Dav Pilkey,Book,5,144.99,-1.88,-25,118.11,5.91,124.02
Barefoot: a seeker's journey,Saara Ali,Book,2,118,0,0,118,5.9,123.9
A Thousand Splendid Suns,Khaled Hosseini,Book,5,118,0,0,118,5.9,123.9
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,Book,5,119,-1.94,0,117.06,5.85,122.91
The Turn of the Key,Ruth Ware;,Book,3,116.6,0,0,116.6,5.83,122.43
Shantaram,Gregory David Roberts;,Book,5,116,0,0,116,5.8,121.8
History of the World: Earliest Times to the Present Day- (Hardcover),John Whitney Hall;,Book,1,115,0,0,115,5.75,120.75
Far from the Madding Crowd,Thomas Hardy;,Book,7,115,0,0,115,5.75,120.75
A Brief History of Time,Stephen W. Hawking;,Book,4,115,0,0,115,5.75,120.75
The Husband's Secret,Liane Moriarty,Book,5,115,0,0,115,5.75,120.75
Holes,Louis Sachar;,Book,7,114.99,-0.48,0,114.51,5.73,120.24
New Kid,Jerry Craft;,Book,4,115,-0.91,0,114.09,5.7,119.79
Diary of a Wimpy Kid - Cabin Fever - Hardcover,Jeff Kinney,Book,5,114,0,0,114,5.7,119.7
28 Summers,"Hilderbrand, Elin;",Book,4,191.9,-39.9,-38,114,5.7,119.7
The Alhamdulillah Book,Mehnaz Anshah,Book,3,114,0,0,114,5.7,119.7
The Da Vinci Code,Dan Brown,Book,7,131,-1.31,-16,113.69,5.68,119.37
Mary Poppins,P. L. Travers;,Book,6,113,0,0,113,5.65,118.65
Diary of a Wimpy Kid Book: Wrecking Ball - Hardcover,Jeff Kinney;,Book,5,114,-1.1,0,112.9,5.64,118.54
Richard Scarry's Cars and Trucks and Things that Go,Richard Scarry;,Book,5,115,-2.14,0,112.86,5.64,118.5
Getting to Yes,Roger Fisher; William Ury; Bruce Patton;,Book,5,114.99,-2.21,0,112.78,5.64,118.42
Everything Is F*cked: A Book About Hope,Mark Manson,Book,4,112,0,0,112,5.6,117.6
Twisted Games - Twisted #2,Ana Huang;,Book,4,112,0,0,112,5.6,117.6
Batman,Frank Miller;,Book,2,112,0,0,112,5.6,117.6
Diary of a Wimpy Kid  : The Long Haul (Hardcover),Jeff Kinney;,Book,5,112.99,-1.04,0,111.95,5.6,117.55
Life Of Pi,Yann Martel,Book,7,113,-1.25,0,111.75,5.58,117.33
Home Body,Rupi Kaur;,Book,5,113.99,-2.52,0,111.47,5.58,117.05
Harry Potter and the Half-Blood Prince,J. K. Rowling;,Book,5,113.99,-2.57,0,111.42,5.57,116.99
Recycled Fabric Bookmark,Online Book Store – Bookends,Accessories,7,112,-0.78,0,111.22,5.56,116.78
The Bismillah Book,"Sadia Anwar , Tayyaba Anwar , Mehnaz Anshah",Book,3,114,-2.79,0,111.21,5.56,116.77
Prisoners of the Sun,Hergé;,Book,5,111,0,0,111,5.55,116.55
The Red Pyramid,Rick Riordan;,Book,5,111,0,0,111,5.55,116.55
Eleanor & Park,Rainbow Rowell,Book,6,111,0,0,111,5.55,116.55
Aleph,Paulo Coelho,Book,6,114,-3.04,0,110.96,5.54,116.5
If the Sun Never Sets,Ana Huang;,Book,4,110.8,0,0,110.8,5.54,116.34
War Horse,Michael Morpurgo;,Book,7,110,0,0,110,5.5,115.5
Captain Underpants and the Attack of the Talking Toilets: Color Edition (Captain Underpants #2) (Color Edition),Dav Pilkey;,Book,3,110,0,0,110,5.5,115.5
The Obstacle is the Way,Ryan Holiday;,Book,3,110,0,0,110,5.5,115.5
Things We Hide from the Light,Lucy Score;,Book,3,110,0,0,110,5.5,115.5
The Naturals Complete Box Set,Jennifer Lynn Barnes;,Book,1,110,0,0,110,5.5,115.5
Fantastic Beasts and Where to Find Them: The Original Screen Play - Hardcover,"Rowling, J. K.;",Book,3,110.99,-1.63,0,109.36,5.47,114.83
The World of David Walliams: The Amazing Adventures Box Set,David Walliams,Book,1,109,0,0,109,5.45,114.45
Attachments,Rainbow Rowell,Book,6,109,0,0,109,5.45,114.45
Influence : The Psychology of Persuasion,"Robert B Cialdini, PhD",Book,4,109,0,0,109,5.45,114.45
The Rules to Break,Richard Templar;,Book,4,109,0,0,109,5.45,114.45
If He Had Been with Me,Laura Nowlin;,Book,4,109,0,0,109,5.45,114.45
If Love Had a Price,Ana Huang;,Book,4,108.8,0,0,108.8,5.44,114.24
If We Were Perfect,Ana Huang;,Book,4,108.8,0,0,108.8,5.44,114.24
The Inheritance of Loss,Kiran Desai;,Book,5,110,-1.37,0,108.63,5.43,114.06
The Bullet That Missed- Hardcover,Richard Osman,Book,1,108.99,-0.44,0,108.55,5.43,113.98
Northern Lights,Philip Pullman,Book,6,108.99,-0.67,0,108.32,5.42,113.74
The Blood of Olympus,Rick Riordan,Book,5,110,-1.99,0,108.01,5.4,113.41
Throne of Glass,Sarah J. Maas;,Book,3,108,0,0,108,5.4,113.4
Reckless,Lauren Roberts;,Book,4,108,0,0,108,5.4,113.4
Diary of a Wimpy Kid: Dog Days,Jeff Kinney,Book,6,108,0,0,108,5.4,113.4
Ooread Reading Series: Where is the Boy?,Grace Karim,Book,6,108,0,0,108,5.4,113.4
Geronimo Stilton: Lost Treasure of the Emerald Eye,Geronimo Stilton,Book,6,108,0,0,108,5.4,113.4
A Game of Thrones,George R. R. Martin,Book,6,123,0,-15,108,5.4,113.4
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,Book,4,108,0,0,108,5.4,113.4
Pride and Prejudice,Jane Austen;,Book,5,108,0,0,108,5.4,113.4
الطفل  (Hardcover),Dardasha Books,Book,6,125.99,-0.67,-18,107.32,5.37,112.69
No Longer Human,"Osamu Dazai , Donald Keene (Translator)",Book,3,107,0,0,107,5.35,112.35
The Subtle Art of Not Giving a F**k,Mark Manson,Book,5,106.99,-0.6,0,106.39,5.32,111.71
Megamonster,David Walliams,Book,4,107,-0.79,0,106.21,5.31,111.52
The Selection,Kiera Cass;,Book,5,106,0,0,106,5.3,111.3
Billy Bear's Brown Hair,Dina O. Nasr,Book,2,106,0,0,106,5.3,111.3
Dog Man - Hardcover,Dav Pilkey;,Book,4,106,0,0,106,5.3,111.3
Ikigai,Héctor García; Francesc Miralles;,Book,2,106,0,0,106,5.3,111.3
Dog Man: Brawl of the Wild - Hardcover,Dav Pilkey;,Book,4,106,0,0,106,5.3,111.3
The Sandman Vol. 1: Preludes & Nocturnes 30th Anniversary Edition,Neil Gaiman;,Book,3,105,0,0,105,5.25,110.25
A Court of Silver Flames,Sarah J. Maas;,Book,3,105,0,0,105,5.25,110.25
Percy Jackson Ultimate,Rick Riordan,Book,1,105,0,0,105,5.25,110.25
Vintage Magnetic Bookmark (Set of 3),Online Book Store – Bookends,Accessories,7,105,0,0,105,5.25,110.25
Talking to Strangers,Malcolm Gladwell;,Book,3,107,-2,0,105,5.25,110.25
Last Kids on Earth and the Midnight Blade,Max Brallier;,Book,5,105,0,0,105,5.25,110.25
Attack on Titan Omnibus 8 (Vol. 22-24),Hajime Isayama; Hajime Isayama;,Book,2,104.8,0,0,104.8,5.24,110.04
Beowulf,Michael Morpurgo;,Book,7,105,-0.49,0,104.51,5.22,109.73
The Da Vinci Code,Dan Brown;,Book,6,122.99,-0.67,-18,104.32,5.22,109.54
Dog Man: Twenty Thousand Fleas Under the Sea- Hardcover,Dav Pilkey;,Book,4,104,0,0,104,5.2,109.2
The Five People You Meet In Heaven,Mitch Albom,Book,5,104.99,-1.07,0,103.92,5.2,109.12
What We'll Build- (Hardcover),Oliver Jeffers;,Book,3,104.99,-1.15,0,103.84,5.19,109.03
The Outsiders- Hardcover,S. E. Hinton;,Book,7,105,-1.34,0,103.66,5.18,108.84
Why Men Love Bitches,Sherry Argov,Book,4,125,0,-22,103,5.15,108.15
Escape from Lucien((Amulet #6),Kazu Kibuishi;,Book,4,103,0,0,103,5.15,108.15
Harry Potter and the Cursed Child,J. K. Rowling; Jack Thorne; John Tiffany;,Book,5,104.99,-2.15,0,102.84,5.14,107.98
A Court of Wings and Ruin,Sarah J. Maas;,Book,3,105,-2.2,0,102.8,5.14,107.94
Mockingjay,Suzanne Collins;,Book,5,151.99,-1.45,-48,102.54,5.13,107.67
Maybe Someday,Colleen Hoover,Book,4,103,-0.56,0,102.44,5.12,107.56
The Pilgrimage,Paulo Coelho,Book,6,105.98,-3.67,0,102.31,5.12,107.43
Lc: Oliver Twist,Dickens Charles;,Book,8,103.98,-1.91,0,102.07,5.11,107.18
Killer Instinct,Jennifer Lynn Barnes;,Book,3,102,0,0,102,5.1,107.1
سيكولوجية المال,مورجان هاوسل,Book,5,102,0,0,102,5.1,107.1
Here We Are: Notes for Living on Planet Earth- (Hardcover),Oliver Jeffers;,Book,3,105,-3,0,102,5.1,107.1
The Definitive Book of Body Language,Allan Pease,Book,4,103,-1.24,0,101.76,5.08,106.84
Amulet: The Cloud Searchers (Book 3),Kazu Kibuishi,Book,4,103,-1.31,0,101.69,5.08,106.77
"One Piece 3-1 Omnibus, Vol. 70-72",Eiichiro Oda; Eiichiro Oda;,Book,2,101.2,0,0,101.2,5.06,106.26
"One Piece (Omnibus Edition), Vol.40-41-42",Eiichiro Oda,Book,2,101.2,0,0,101.2,5.06,106.26
"One Piece (Omnibus Edition), Vol.22-23-24",Eiichiro Oda;,Book,2,101.2,0,0,101.2,5.06,106.26
"One Piece (Omnibus Edition), Vol. 31-32-33",Eiichiro Oda,Book,2,101.2,0,0,101.2,5.06,106.26
"One Piece (Omnibus Edition), Vol.34-35-36",Eiichiro Oda; Eiichiro Oda; Eiichiro Oda;,Book,2,101.2,0,0,101.2,5.06,106.26
"One Piece (Omnibus Edition), Vol.52-53-54",Eiichiro Oda;,Book,2,101.2,0,0,101.2,5.06,106.26
One Piece. vol 64-65-66,Eiichiro Oda,Book,2,101.2,0,0,101.2,5.06,106.26
"One Piece (Omnibus Edition), Vol. 28-30",Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda; Eiichiro Oda;,Book,2,101.2,0,0,101.2,5.06,106.26
12 Rules for Life,Jordan B. Peterson,Book,4,102.99,-1.85,0,101.14,5.06,106.2
1984,George Orwell;,Book,5,102,-0.94,0,101.06,5.05,106.11
The Cuckoo's Calling,Robert Galbraith,Book,4,101,0,0,101,5.05,106.05
City of Glass - The Mortal Instruments Book Three,Cassandra Clare,Book,5,101,0,0,101,5.05,106.05
This Is Going to Hurt,Adam Kay;,Book,3,101,0,0,101,5.05,106.05
Eclipse,Stephenie Meyer,Book,5,125,-1.15,-23,100.85,5.04,105.89
Dog Man - Hardcover,Dav Pilkey,Book,4,103,-2.38,0,100.62,5.03,105.65
Percy Jackson and the Last Olympian,Rick Riordan,Book,5,102.01,-1.58,0,100.43,5.01,105.44
Reminders of Him,Colleen Hoover,Book,4,103,-2.9,0,100.1,5,105.1
The 4-Hour Work Week,Timothy Ferriss,Book,3,101,-0.93,0,100.07,5,105.07
set of 6 books,نور عرب,Book,1,100,0,0,100,5,105
Fourth Wing - Hardcover,Rebecca Yarros;,Book,1,100,0,0,100,5,105
New Moon,Stephanie Meyer,Book,5,100,0,0,100,5,105
"Eat, Pray, Love",Elizabeth Gilbert,Book,6,100,0,0,100,5,105
The Monk who Sold His Ferrari,Robin S. Sharma,Book,4,100,0,0,100,5,105
Kind Little Hands,Little Steps Publishing;,Book,2,100,0,0,100,5,105
Batman Flash the Button Deluxe Ed Intern - Hardcover,Joshua Williamson; Tom King;,Book,1,100,0,0,100,5,105
"One Piece 3-1 Omnibus, Vol. 23",Eiichiro Oda;,Book,2,100,0,0,100,5,105
الجامع الصحيح (Hardcover),للامام ابي الحسين النيسابوري,Book,1,100,0,0,100,5,105
Dubai- (Hardcover),Noor Ali Rashid;,Book,1,100,0,0,100,5,105
Jaded Dubai Dreams,Jyoti Chachara Asarpota,Book,5,100,0,0,100,5,105
Rare Watches (Hardcover),Paul Miquel;,Book,1,100,0,0,100,5,105
Surrounded by Setbacks - Hardcover,Thomas Erikson;,Book,2,100,0,0,100,5,105
الجريمة الأخيرة,Agatha Christie; ʻUmar Abd al-ʻAzīz Amin;,Book,1,100,0,0,100,5,105
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,Book,5,100,-0.56,0,99.44,4.97,104.41
The Naturals,Jennifer Lynn Barnes;,Book,3,101.99,-2.82,0,99.17,4.96,104.13
A Place Called Perfect,Helena Duggan,Book,5,99,0,0,99,4.95,103.95
Great People Series - A Set of 10 Books,Hachette Book Publishing Pvt. Ltd.,Book,2,99,0,0,99,4.95,103.95
The Beast of Buckingham Palace,David Walliams;,Book,4,124,0,-25,99,4.95,103.95
Fifty Shades of Grey,E. L. James,Book,5,99,0,0,99,4.95,103.95
"One Piece (Omnibus Edition), Vol. 1 + 2 + 3",Eiichiro Oda,Book,2,101.2,-2.51,0,98.69,4.93,103.62
Maybe Now,Colleen Hoover;,Book,3,98.6,0,0,98.6,4.93,103.53
The Life-changing Magic of Tidying,Marie Kondo,Book,4,127.99,-4.47,-25,98.52,4.92,103.44
المخصص (Hardcover),خليل ابراهيم جفال,Book,1,98.99,-0.78,0,98.21,4.92,103.13
Geronimo Stilton Se: The Journey through Time - Hardcover,Geronimo Stilton;,Book,4,98,0,0,98,4.9,102.9
Coming Back: the Odyssey of a Pakistani through India,SHUEYB. GANDAPUR;,Book,2,98,0,0,98,4.9,102.9
A Court of Thorns and Roses,Sarah J. Maas;,Book,4,98,0,0,98,4.9,102.9
The Things You Can See Only When You Slow Down,Haemin Sunim;,Book,4,98,0,0,98,4.9,102.9
Cress,Marissa Meyer,Book,4,99,-1.17,0,97.83,4.89,102.72
Dog Man: Unleashed  - Hardcover,Dav Pilkey,Book,4,100,-2.38,0,97.62,4.88,102.5
Big Nate: In a Class by Himself (Hardcover),Lincoln Peirce;,Book,3,97,0,0,97,4.85,101.85
Too Late,Colleen Hoover;,Book,4,97.99,-1.45,0,96.54,4.83,101.37
Outliers: The Story of Success,Malcolm Gladwell;,Book,3,97.99,-1.46,0,96.53,4.83,101.36
Hopeless,Colleen Hoover;,Book,4,97.99,-1.49,0,96.5,4.83,101.33
The School for Good and Evil,Soman Chainani,Book,5,96,0,0,96,4.8,100.8
Re-Imagine You,Dr Carol Talbot,Book,2,96,0,0,96,4.8,100.8
A4 Reusable Whiteboard Ruled Notebook,Online Book Store – Bookends,Accessories,8,96,0,0,96,4.8,100.8
City of Girls - Hardcover,Elizabeth Gilbert;,Book,3,96,0,0,96,4.8,100.8
Think and Grow Rich,Napoleon Hill,Book,4,97,-1.15,0,95.85,4.79,100.64
Big Little Steps : A woman's guide to finding a balanced lifestyle and a glowing heart in Islam,Mathilde Loujayne,Book,2,98,-2.95,0,95.05,4.75,99.8
Wuthering Heights,Emily Bronte,Book,5,115,0,-20,95,4.75,99.75
Percy Jackson and the Olympians 5 Book Paperback Boxed Set,Rick Riordan,Book,1,95,0,0,95,4.75,99.75
"Diary of a Wimpy Kid, The Third Wheel - Hardcover",Jeff Kinney,Book,4,95,0,0,95,4.75,99.75
Thea Stilton and the Ghost of the Shipwreck,Thea Stilton,Book,5,95,0,0,95,4.75,99.75
Part of Your World,Abby Jimenez;,Book,3,95,0,0,95,4.75,99.75
Just for the Summer,Abby Jimenez;,Book,3,95,0,0,95,4.75,99.75
Norwegian Wood,Haruki Murakami;,Book,4,95,0,0,95,4.75,99.75
الإخوة كارامازوف,Fiodor Dostoïevski;,Book,1,95,0,0,95,4.75,99.75
The Battle for Crystal Castle  - Hardcover,Geronimo Stilton;,Book,4,99.99,-5.04,0,94.95,4.75,99.7
The Ship of Secrets- Hardcover,Geronimo Stilton,Book,4,100,-5.04,0,94.96,4.74,99.7
All The Light We Cannot See,Anthony Doerr,Book,4,96.01,-1.2,0,94.81,4.73,99.54
Born a Crime,Trevor Noah;,Book,4,98.99,-4.62,0,94.37,4.72,99.09
ساق البامبو,سعود السنوسي,Book,4,95.99,-1.68,0,94.31,4.72,99.03
Dork diaries: Skating  Sensation,Rachel Rene Russell,Book,5,94,0,0,94,4.7,98.7
The Pearl,John Steinbeck,Book,5,94,0,0,94,4.7,98.7
Eleven Minutes,Paulo Coelho,Book,5,94,0,0,94,4.7,98.7
Tom Gates: Book of Everything- (Hardcover),Liz Pichon,Book,2,94,0,0,94,4.7,98.7
Children of Blood and Bone,Tomi Adeyemi;,Book,4,94,0,0,94,4.7,98.7
The Inheritance of Loss,Kiran Desai,Book,5,112,0,-18,94,4.7,98.7
National Geographic Little Kids First Big Book of Space- (Hardcover),Catherine D. Hughes,Book,4,94,0,0,94,4.7,98.7
The Shooting Star,Hergé;,Book,4,94,0,0,94,4.7,98.7
Hard Luck: Diary of a WImpy Kid- Hardcover,Jeff Kinney,Book,4,94.99,-1.04,0,93.95,4.7,98.65
Diary of a Wimpy Kid- The Last Straw,Jeff Kinney,Book,5,93.99,-0.25,0,93.74,4.69,98.43
The Dark Secret (Wings of Fire #4),Tui Sutherland;,Book,4,93,0,0,93,4.65,97.65
Diary of a Wimpy Kid - Double Down,Jeff Kinney,Book,5,93,0,0,93,4.65,97.65
The Crab with the Golden Claws,Hergé;,Book,4,94,-1.58,0,92.42,4.62,97.04
Never Let Me Go,Kazuo Ishiguro;,Book,4,92,0,0,92,4.6,96.6
Lessons in Chemistry,Bonnie Garmus;,Book,3,92,0,0,92,4.6,96.6
Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers (Hardcover),Dav Pilkey,Book,4,92,0,0,92,4.6,96.6
Spot : A big box of little books,Eric Hill,Book,2,92,0,0,92,4.6,96.6
Dork Diaries- Pop Star,Rachel Renee Russell,Book,5,92,0,0,92,4.6,96.6
The Last Letter from Your Lover (Movie Tie-In),Jojo Moyes;,Book,2,92,0,0,92,4.6,96.6
Tintin in Tibet,Hergé,Book,4,92,0,0,92,4.6,96.6
The Adventures of Tintin - Cigars of the Pharaoh,Hergé;,Book,4,92,0,0,92,4.6,96.6
There are Rivers in the Sky,Elif Shafak;,Book,2,92,0,0,92,4.6,96.6
"Jujutsu Kaisen, Vol. 1",Gege Akutami;,Book,3,94.79,-3.02,0,91.77,4.59,96.36
Room on the Broom,Julia Donaldson,Book,5,93,-1.31,0,91.69,4.58,96.27
The Curious Incident of the Dog in the Night-time,Mark Haddon,Book,5,92,-0.71,0,91.29,4.56,95.85
The Girl Who Kicked the Hornet's Nest,Stieg Larsson,Book,5,91,0,0,91,4.55,95.55
The Calculus Affair,Herge;,Book,4,91,0,0,91,4.55,95.55
Tintin - Tintin and the Lake of Sharks,Herge,Book,4,91,0,0,91,4.55,95.55
